0.000	0.00000
0.025	0.00000
0.050	0.00000
0.075	0.00000
0.101	0.00000
0.126	0.00000
0.151	0.00000
0.176	0.00000
0.201	0.00000
0.226	0.00000
0.251	0.00000
0.276	0.00000
0.302	0.00000
0.327	0.00000
0.352	0.00000
0.377	0.00000
0.402	0.00000
0.427	0.00000
0.452	0.00000
0.477	0.00000
0.503	0.00000
0.528	0.00000
0.553	0.00000
0.578	0.00000
0.603	0.00000
0.628	0.00000
0.653	0.00000
0.678	0.00000
0.704	0.00000
0.729	0.00000
0.754	0.00000
0.779	0.00000
0.804	0.00000
0.829	0.00000
0.854	0.00000
0.879	0.00000
0.904	0.00000
0.930	0.00000
0.955	0.00000
0.980	0.00000
1.005	0.00000
1.030	0.00000
1.055	0.00000
1.080	-0.00000
1.106	0.00000
1.131	0.00000
1.156	-0.00000
1.181	-0.00000
1.206	0.11889
1.231	0.11889
1.256	0.46093
1.281	0.77124
1.307	1.07930
1.332	1.07930
1.357	1.40230
1.382	1.76708
1.407	1.76708
1.432	2.07256
1.457	2.36852
1.483	2.36852
1.508	2.63243
1.533	2.94384
1.558	3.20138
1.583	3.20138
1.608	3.47076
1.633	3.74866
1.658	4.00980
1.683	4.00980
1.709	4.24931
1.734	4.50943
1.759	4.50943
1.784	4.74291
1.809	4.97068
1.834	5.17376
1.859	5.17376
1.884	5.38472
1.910	5.62654
1.935	5.62654
1.960	5.83524
1.985	6.03426
2.010	6.03426
2.035	6.22715
2.060	6.41232
2.085	6.57461
2.111	6.57461
2.136	6.74369
2.161	6.92513
2.186	7.09859
2.211	7.09859
2.236	7.27213
2.261	7.43154
2.286	7.57716
2.312	7.57716
2.337	7.72533
2.362	7.88525
2.387	7.88525
2.412	8.02746
2.437	8.15816
2.462	8.28655
2.487	8.28655
2.513	8.42120
2.538	8.54824
2.563	8.54824
2.588	8.69222
2.613	8.81418
2.638	8.93247
2.663	8.93247
2.689	9.03876
2.714	9.14516
2.739	9.25373
2.764	9.25373
2.789	9.36601
2.814	9.48312
2.839	9.48312
2.864	9.58629
2.889	9.68543
2.915	9.78195
2.940	9.78195
2.965	9.86342
2.990	9.96174
3.015	9.96174
3.040	10.05258
3.065	10.13773
3.090	10.21891
3.116	10.21891
3.141	10.30477
3.166	10.38490
3.191	10.38490
3.216	10.46247
3.241	10.54762
3.266	10.62014
3.291	10.62014
3.317	10.69111
3.342	10.76776
3.367	10.82687
3.392	10.82687
3.417	10.89557
3.442	10.97187
3.467	11.03722
3.492	11.03722
3.518	11.09487
3.543	11.16132
3.568	11.16132
3.593	11.22183
3.618	11.28081
3.643	11.33620
3.668	11.33620
3.693	11.39210
3.719	11.44685
3.744	11.44685
3.769	11.50039
3.794	11.55186
3.819	11.60283
3.844	11.60283
3.869	11.65537
3.895	11.70215
3.920	11.74638
3.945	11.74638
3.970	11.73460
3.995	11.72504
4.020	11.72504
4.045	11.71654
4.070	11.70831
4.095	11.69989
4.121	11.69989
4.146	11.69119
4.171	11.68328
4.196	11.67400
4.221	11.67400
4.246	11.66602
4.271	11.65760
4.297	11.64919
4.322	11.64919
4.347	11.64105
4.372	11.63230
4.397	11.63230
4.422	11.62326
4.447	11.72746
4.472	11.72746
4.498	11.87610
4.523	12.04444
4.548	12.19944
4.573	12.19944
4.598	12.33581
4.623	12.49760
4.648	12.64078
4.673	12.64078
4.699	12.78237
4.724	12.92079
4.749	12.92079
4.774	13.05947
4.799	13.21490
4.824	13.21490
4.849	13.34337
4.875	13.47415
4.900	13.59438
4.925	13.59438
4.950	13.72472
4.975	13.83943
5.000	13.93527
5.025	14.05458
5.050	14.05458
5.076	14.17724
5.101	14.29062
5.126	14.41459
5.151	14.51014
5.176	14.51014
5.201	14.59311
5.226	14.69879
5.251	14.82196
5.277	14.82196
5.302	14.92397
5.327	15.03865
5.352	15.03865
5.377	15.14608
5.402	15.24653
5.427	15.35016
5.452	15.35016
5.478	15.45920
5.503	15.56279
5.528	15.56279
5.553	15.67141
5.578	15.76751
5.603	15.76751
5.628	15.86800
5.653	15.97510
5.679	16.06296
5.704	16.06296
5.729	16.15506
5.754	16.25206
5.779	16.25206
5.804	16.35089
5.829	16.45448
5.854	16.54585
5.880	16.54585
5.905	16.63851
5.930	16.72138
5.955	16.80262
5.980	16.80262
6.005	16.88499
6.030	16.98455
6.055	16.98455
6.080	17.07037
6.106	17.15556
6.131	17.23006
6.156	17.23006
6.181	17.30784
6.206	17.38835
6.231	17.46924
6.256	17.46924
6.281	17.54677
6.307	17.63088
6.332	17.63088
6.357	17.70520
6.382	17.78591
6.407	17.86030
6.432	17.86030
6.457	17.93434
6.483	18.01506
6.508	18.01506
6.533	18.08969
6.558	18.16083
6.583	18.22583
6.608	18.22583
6.633	18.30513
6.658	18.37504
6.684	18.37504
6.709	18.44151
6.734	18.51218
6.759	18.57814
6.784	18.57814
6.809	18.64233
6.834	18.71224
6.859	18.77702
6.884	18.77702
6.910	18.83855
6.935	18.90439
6.960	18.90439
6.985	18.97070
7.010	19.02931
7.035	19.09168
7.060	19.09168
7.085	19.15472
7.111	19.21343
7.136	19.21343
7.161	19.27034
7.186	19.33077
7.211	19.39196
7.236	19.39196
7.261	19.44775
7.287	19.50147
7.312	19.55841
7.337	19.55841
7.362	19.61152
7.387	19.66516
7.412	19.66516
7.437	19.72315
7.462	19.78407
7.488	19.78407
7.513	19.83660
7.538	19.89116
7.563	19.94145
7.588	19.94145
7.613	19.99007
7.638	20.03585
7.664	20.09044
7.689	20.09044
7.714	20.14027
7.739	20.18999
7.764	20.18999
7.789	20.23911
7.814	20.29021
7.839	20.34061
7.865	20.34061
7.890	20.38295
7.915	20.42738
7.940	20.47015
7.965	20.47015
7.990	20.51315
8.015	20.56325
8.040	20.56325
8.066	20.60956
8.091	20.65480
8.116	20.69440
8.141	20.69440
8.166	20.73615
8.191	20.77822
8.216	20.77822
8.242	20.82144
8.267	20.86796
8.292	20.90857
8.317	20.90857
8.342	20.94485
8.367	20.98299
8.392	20.98299
8.417	21.02701
8.443	21.06450
8.468	21.10160
8.493	21.10160
8.518	21.13636
8.543	21.17550
8.568	21.17550
8.593	21.21576
8.619	21.25617
8.644	21.29259
8.669	21.29259
8.694	21.32849
8.719	21.36369
8.744	21.39604
8.769	21.39604
8.794	21.42852
8.820	21.46740
8.845	21.46740
8.870	21.50154
8.895	21.53653
8.920	21.57057
8.945	21.57057
8.970	21.60203
8.995	21.63423
9.020	21.63423
9.046	21.67175
9.071	21.70301
9.096	21.73146
9.121	21.73146
9.146	21.76196
9.171	21.79206
9.196	21.79206
9.221	21.82315
9.247	21.85381
9.272	21.88542
9.297	21.88542
9.322	21.91456
9.347	21.94187
9.372	21.94187
9.397	21.96709
9.422	22.00057
9.448	22.02852
9.473	22.02852
9.498	22.05728
9.523	22.08468
9.548	22.08468
9.573	22.11117
9.598	22.13925
9.624	22.16459
9.649	22.16459
9.674	22.19070
9.699	22.21725
9.724	22.24289
9.749	22.24289
9.774	22.26877
9.799	22.29531
9.825	22.31890
9.850	22.31890
9.875	22.34242
9.900	22.36367
9.925	22.38968
9.950	22.38968
9.975	22.41262
10.000	22.43595
10.026	22.43595
10.051	22.45982
10.076	22.48286
10.101	22.50753
10.126	22.50753
10.151	22.52906
10.176	22.55025
10.201	22.57214
10.227	22.57214
10.252	22.59368
10.277	22.61626
10.302	22.61626
10.327	22.64042
10.352	22.66123
10.377	22.68065
10.402	22.68065
10.428	22.70091
10.453	22.71972
10.478	22.71972
10.503	22.74132
10.528	22.76214
10.553	22.78216
10.578	22.78216
10.603	22.80090
10.629	22.82139
10.654	22.83748
10.679	22.83748
10.704	22.85688
10.729	22.87509
10.754	22.87509
10.779	22.89325
10.804	22.91307
10.830	22.93151
10.855	22.93151
10.880	22.94726
10.905	22.96517
10.930	22.96517
10.955	22.98475
10.980	23.00311
11.005	23.01979
11.031	23.01979
11.056	23.03760
11.081	23.05415
11.106	23.05415
11.131	23.07083
11.156	23.08995
11.181	23.08995
11.206	23.10647
11.232	23.12199
11.257	23.13825
11.282	23.13825
11.307	23.15399
11.332	23.16964
11.357	23.18474
