Time	Speed
s*1e-6	m/s
17490558	0.015
17500409	0.015
17510388	0.015
17520424	0.02
17530404	0.02
17540396	0.015
17550539	0.015
17560432	0.015
17570368	0.02
17580440	0.02
17590425	0.02
17600370	0.02
17610406	0.015
17620438	0.02
17630439	0.015
17640404	0.015
17650418	0.015
17660397	0.015
17670372	0.015
17680426	0.015
17690416	0.02
17700398	0.015
17710368	0.015
17720435	0.015
17730436	0.015
17740415	0.015
17751075	0.015
17760387	0.015
17770383	0.015
17780369	0.02
17790376	0.015
17800375	0.02
17810354	0.02
17820422	0.02
17830381	0.02
17840404	0.015
17850363	0.02
17860381	0.02
17870399	0.02
17880399	0.02
17890387	0.015
17900373	0.02
17910365	0.02
17920455	0.02
17930384	0.015
17940395	0.015
17950398	0.02
17960371	0.015
17970361	0.015
17980532	0.015
17990421	0.015
18000371	0.015
18010356	0.02
18020382	0.02
18030354	0.015
18040377	0.02
18050367	0.02
18060404	0.02
18070344	0.015
18080490	0.015
18090408	0.02
18100383	0.015
18110360	0.02
18120427	0.02
18130342	0.02
18140381	0.015
18150396	0.02
18160400	0.015
18170341	0.015
18180381	0.02
18190403	0.02
18200394	0.015
18210353	0.015
18220411	0.015
18230365	0.015
18240416	0.015
18250334	0.02
18260364	0.02
18270375	0.02
18280385	0.015
18290409	0.02
18300358	0.015
18310337	0.015
18320375	0.015
18330351	0.015
18340382	0.02
18350371	0.02
18360379	0.015
18370339	0.02
18380424	0.015
18390360	0.015
18400363	0.015
18410345	0.015
18420416	0.02
18430365	0.02
18440386	0.015
18450358	0.015
18460353	0.015
18470396	0.015
18480413	0.02
18490383	0.02
18500376	0.02
18510344	0.02
18520391	0.015
18530334	0.015
18540367	0.02
18550388	0.02
18560373	0.02
18570347	0.02
18580361	0.015
18590414	0.015
18600363	0.02
18610387	0.02
18620353	0.015
18630344	0.02
18640367	0.02
18650378	0.015
18660484	0.015
18670332	0.015
18680375	0.02
18690366	0.02
18700343	0.02
18710350	0.015
18720391	0.02
18730373	0.015
18740393	0.015
18750424	0.015
18760355	0.02
18770337	0.015
18780403	0.02
18790363	0.015
18800364	0.015
18810355	0.015
18820371	0.015
18830327	0.02
18840394	0.02
18850386	0.02
18860372	0.02
18870346	0.015
18880385	0.015
18890353	0.02
18900338	0.02
18910324	0.02
18920412	0.02
18930328	0.015
18940382	0.015
18950360	0.02
18960358	0.02
18970322	0.02
18980335	0.015
18990344	0.015
19000371	0.015
19010357	0.02
19020386	0.015
19030374	0.02
19040412	0.02
19050320	0.015
19060386	0.015
19070332	0.02
19080365	0.02
19090337	0.015
19100340	0.015
19110323	0.015
19120423	0.02
19130339	0.015
19140392	0.015
19150336	0.02
19160351	0.015
19170339	0.015
19180349	0.015
19190338	0.02
19200320	0.02
19210310	0.02
19220391	0.015
19230349	0.02
19240348	0.015
19250373	0.02
19260411	0.02
19270312	0.015
19280340	0.015
19290340	0.015
19300330	0.02
19310306	0.02
19320346	0.015
19330307	0.02
19340338	0.015
19350321	0.02
19360362	0.015
19370310	0.015
19380333	0.015
19390339	0.02
19400343	0.015
19410304	0.015
19420348	0.015
19430322	0.02
19440358	0.02
19450330	0.015
19460311	0.015
19470313	0.02
19480354	0.015
19490351	0.015
19500329	0.015
19510305	0.02
19520372	0.015
19530334	0.02
19540349	0.02
19550324	0.015
19560362	0.015
19570299	0.02
19580314	0.015
19590345	0.02
19600318	0.02
19610347	0.015
19620329	0.015
19630335	0.015
19640330	0.015
19650335	0.02
19660351	0.02
19670329	0.02
19680331	0.015
19690345	0.015
19700347	0.015
19710316	0.015
19720416	0.02
19730304	0.02
19740348	0.015
19750358	0.02
19760312	0.015
19770290	0.02
19780361	0.015
19790446	0.02
